company,symbol,exchange,date,quarter,status,verificationLevel,source,sourceReference,verifiedAt
Mawana Sugars Limited,MAWANASUG,NSE,2026-08-08,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Medi Assist Healthcare Services Limited,MEDIASSIST,NSE,2026-08-08,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Nitin Spinners Limited,NITINSPIN,NSE,2026-08-08,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Orbit Exports Limited,ORBTEXP,NSE,2026-08-08,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Oswal Pumps Limited,OSWALPUMPS,NSE,2026-08-08,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Par Drugs and Chemicals Limited,PAR,NSE,2026-08-08,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
The Peria Karamalai Tea & Produce Company Limited,PKTEA,NSE,2026-08-08,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
PNC Infratech Limited,PNCINFRA,NSE,2026-08-08,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Power Mech Projects Limited,POWERMECH,NSE,2026-08-08,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Pritika Auto Industries Limited,PRITIKAUTO,NSE,2026-08-08,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Roto Pumps Limited,ROTO,NSE,2026-08-08,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Rushil Decor Limited,RUSHIL,NSE,2026-08-08,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Salzer Electronics Limited,SALZERELEC,NSE,2026-08-08,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Stanley Lifestyles Limited,STANLEY,NSE,2026-08-08,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Studds Accessories Limited,STUDDS,NSE,2026-08-08,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Sundaram Brake Linings Limited,SUNDRMBRAK,NSE,2026-08-08,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Suryalakshmi Cotton Mills Limited,SURYALAXMI,NSE,2026-08-08,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Shree Vasu Logistics Limited,SVLL,NSE,2026-08-08,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
TVS Electronics Limited,TVSELECT,NSE,2026-08-08,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Windsor Machines Limited,WINDMACHIN,NSE,2026-08-08,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Knack Packaging Limited,KNACK,NSE,2026-08-09,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Quality Power Electrical Equipments Limited,QPOWER,NSE,2026-08-09,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
SKY GOLD AND DIAMONDS LIMITED,SKYGOLD,NSE,2026-08-09,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Abans Financial Services Limited,AFSL,NSE,2026-08-10,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Amara Raja Energy & Mobility Limited,ARE&M,NSE,2026-08-10,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Asian Hotels (North) Limited,ASIANHOTNR,NSE,2026-08-10,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Astra Microwave Products Limited,ASTRAMICRO,NSE,2026-08-10,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
AstraZeneca Pharma India Limited,ASTRAZEN,NSE,2026-08-10,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Atcom Technologies Limited,ATCOM,NSE,2026-08-10,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Antony Waste Handling Cell Limited,AWHCL,NSE,2026-08-10,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Ballarpur Industries Limited,BALLARPUR,NSE,2026-08-10,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Bannari Amman Spinning Mills Limited,BASML,NSE,2026-08-10,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Bharat Forge Limited,BHARATFORG,NSE,2026-08-10,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Bombay Dyeing & Mfg Company Limited,BOMDYEING,NSE,2026-08-10,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Bosch Limited,BOSCHLTD,NSE,2026-08-10,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
The Byke Hospitality Ltd,BYKE,NSE,2026-08-10,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
CARYSIL LIMITED,CARYSIL,NSE,2026-08-10,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Choice International Limited,CHOICEIN,NSE,2026-08-10,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
CMR Green Technologies Limited,CMRGREEN,NSE,2026-08-10,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
CMS Info Systems Limited,CMSINFO,NSE,2026-08-10,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Dilip Buildcon Limited,DBL,NSE,2026-08-10,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
DB (International) Stock Brokers Limited,DBSTOCKBRO,NSE,2026-08-10,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Ddev Plastiks Industries Limited,DDEVPLSTIK,NSE,2026-08-10,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Dharani Sugars & Chemicals Limited,DHARSUGAR,NSE,2026-08-10,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Diamond Power Infrastructure Limited,DIACABS,NSE,2026-08-10,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
DMCC SPECIALITY CHEMICALS LIMITED,DMCC,NSE,2026-08-10,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Dollar Industries Limited,DOLLAR,NSE,2026-08-10,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Dhunseri Ventures Limited,DVL,NSE,2026-08-10,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Embassy Developments Limited,EMBDL,NSE,2026-08-10,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Energy Development Company Limited,ENERGYDEV,NSE,2026-08-10,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Euro Pratik Sales Limited,EUROPRATIK,NSE,2026-08-10,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Exicom Tele-Systems Limited,EXICOM,NSE,2026-08-10,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Fusion Finance Limited,FUSION,NSE,2026-08-10,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Garuda Construction and Engineering Limited,GARUDA,NSE,2026-08-10,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
GFL Limited,GFLLIMITED,NSE,2026-08-10,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Gland Pharma Limited,GLAND,NSE,2026-08-10,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Glottis Limited,GLOTTIS,NSE,2026-08-10,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Global Surfaces Limited,GSLSU,NSE,2026-08-10,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
HEC Infra Projects Limited,HECPROJECT,NSE,2026-08-10,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Hindustan Copper Limited,HINDCOPPER,NSE,2026-08-10,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
HLE Glascoat Limited,HLEGLAS,NSE,2026-08-10,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
HPL Electric & Power Limited,HPL,NSE,2026-08-10,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Vodafone Idea Limited,IDEA,NSE,2026-08-10,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Ideaforge Technology Limited,IDEAFORGE,NSE,2026-08-10,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
INCREDIBLE INDUSTRIES LIMITED,INCREDIBLE,NSE,2026-08-10,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Indo Borax & Chemicals Limited,INDOBORAX,NSE,2026-08-10,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Ind-Swift Laboratories Limited,INDSWFTLAB,NSE,2026-08-10,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
IOL Chemicals and Pharmaceuticals Limited,IOLCP,NSE,2026-08-10,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
India Tourism Development Corporation Limited,ITDC,NSE,2026-08-10,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Nandani Creation Limited,JAIPURKURT,NSE,2026-08-10,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Jain Irrigation Systems Limited,JISLDVREQS,NSE,2026-08-10,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Jain Irrigation Systems Limited,JISLJALEQS,NSE,2026-08-10,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Jubilant Pharmova Limited,JUBLPHARMA,NSE,2026-08-10,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Kapston Services Limited,KAPSTON,NSE,2026-08-10,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
KEC International Limited,KEC,NSE,2026-08-10,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Khandwala Securities Limited,KHANDSE,NSE,2026-08-10,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Kolte - Patil Developers Limited,KOLTEPATIL,NSE,2026-08-10,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
K.P.R. Mill Limited,KPRMILL,NSE,2026-08-10,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
KSH International Limited,KSHINTL,NSE,2026-08-10,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Laser Power & Infra Limited,LASERPOWER,NSE,2026-08-10,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Liberty Shoes Limited,LIBERTSHOE,NSE,2026-08-10,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Linde India Limited,LINDEINDIA,NSE,2026-08-10,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Lloyds Metals And Energy Limited,LLOYDSME,NSE,2026-08-10,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Lotus Eye Hospital and Institute Limited,LOTUSEYE,NSE,2026-08-10,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Lumax Auto Technologies Limited,LUMAXTECH,NSE,2026-08-10,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Lyka Labs Limited,LYKALABS,NSE,2026-08-10,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
